 IPER  ISTEP           TLEN           ILYR    IROW   ICOL            XCORD               YCORD                HEAD
 1          1          1.00000000       1          1          65         6450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          66         6550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          67         6650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          68         6750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          69         6850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          70         6950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          71         7050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          72         7150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          73         7250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          74         7350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          75         7450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          76         7550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          77         7650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          78         7750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          79         7850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          80         7950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          81         8050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          82         8150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          83         8250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          84         8350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          85         8450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          86         8550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          87         8650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          88         8750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          89         8850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          90         8950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          91         9050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          92         9150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          93         9250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          94         9350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          95         9450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          96         9550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          97         9650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          98         9750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          99         9850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       1          1          100        9950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          1          50.00000000      -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          2          150.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          3          250.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          4          350.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          5          450.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          6          550.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          7          650.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          8          750.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          9          850.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          10         950.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          11         1050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          12         1150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          13         1250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          14         1350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          15         1450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          16         1550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          17         1650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          18         1750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          19         1850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          20         1950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          21         2050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          22         2150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          23         2250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          24         2350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          25         2450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          26         2550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          27         2650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          28         2750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          29         2850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          30         2950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          31         3050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          32         3150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          33         3250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          34         3350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          35         3450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          36         3550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          37         3650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          38         3750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          39         3850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          40         3950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          41         4050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          42         4150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          43         4250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          44         4350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          45         4450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          46         4550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          47         4650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          48         4750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          49         4850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          50         4950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          51         5050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          52         5150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          53         5250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          54         5350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          55         5450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          56         5550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          57         5650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          58         5750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          59         5850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          60         5950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          61         6050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          62         6150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          63         6250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          64         6350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          65         6450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          66         6550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          67         6650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          68         6750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          69         6850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          70         6950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          71         7050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          72         7150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          73         7250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          74         7350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          75         7450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          76         7550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          77         7650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          78         7750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          79         7850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          80         7950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          81         8050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          82         8150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          83         8250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          84         8350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          85         8450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          86         8550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          87         8650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          88         8750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          89         8850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          90         8950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          91         9050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          92         9150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          93         9250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          94         9350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          95         9450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          96         9550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          97         9650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          98         9750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          99         9850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       2          1          100        9950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          1          50.00000000      -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          2          150.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          3          250.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          4          350.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          5          450.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          6          550.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          7          650.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          8          750.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          9          850.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          10         950.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          11         1050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          12         1150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          13         1250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          14         1350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          15         1450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          16         1550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          17         1650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          18         1750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          19         1850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          20         1950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          21         2050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          22         2150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          23         2250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          24         2350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          25         2450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          26         2550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          27         2650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          28         2750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          29         2850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          30         2950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          31         3050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          32         3150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          33         3250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          34         3350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          35         3450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          36         3550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          37         3650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          38         3750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          39         3850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          40         3950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          41         4050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          42         4150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          43         4250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          44         4350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          45         4450.00000000    -50.00000000     1401.93551397       
 1          1          1.00000000       3          1          46         4550.00000000    -50.00000000     1402.73730035       
 1          1          1.00000000       3          1          47         4650.00000000    -50.00000000     1403.35260480       
 1          1          1.00000000       3          1          48         4750.00000000    -50.00000000     1403.87140477       
 1          1          1.00000000       3          1          49         4850.00000000    -50.00000000     1404.32855229       
 1          1          1.00000000       3          1          50         4950.00000000    -50.00000000     1404.74192161       
 1          1          1.00000000       3          1          51         5050.00000000    -50.00000000     1404.82039072       
 1          1          1.00000000       3          1          52         5150.00000000    -50.00000000     1404.58120282       
 1          1          1.00000000       3          1          53         5250.00000000    -50.00000000     1403.96730771       
 1          1          1.00000000       3          1          54         5350.00000000    -50.00000000     1403.23920288       
 1          1          1.00000000       3          1          55         5450.00000000    -50.00000000     1402.29041222       
 1          1          1.00000000       3          1          56         5550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          57         5650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          58         5750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          59         5850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          60         5950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          61         6050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          62         6150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          63         6250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          64         6350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          65         6450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          66         6550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          67         6650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          68         6750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          69         6850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          70         6950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          71         7050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          72         7150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          73         7250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          74         7350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          75         7450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          76         7550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          77         7650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          78         7750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          79         7850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          80         7950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          81         8050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          82         8150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          83         8250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          84         8350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          85         8450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          86         8550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          87         8650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          88         8750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          89         8850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          90         8950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          91         9050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          92         9150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          93         9250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          94         9350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          95         9450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          96         9550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          97         9650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          98         9750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          99         9850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       3          1          100        9950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          1          50.00000000      -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          2          150.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          3          250.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          4          350.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          5          450.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          6          550.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          7          650.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          8          750.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          9          850.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          10         950.00000000     -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          11         1050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          12         1150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          13         1250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          14         1350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          15         1450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          16         1550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          17         1650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          18         1750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          19         1850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          20         1950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          21         2050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          22         2150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          23         2250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          24         2350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          25         2450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          26         2550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          27         2650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          28         2750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          29         2850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          30         2950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          31         3050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          32         3150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          33         3250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          34         3350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          35         3450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          36         3550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          37         3650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          38         3750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          39         3850.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          40         3950.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          41         4050.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          42         4150.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          43         4250.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          44         4350.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          45         4450.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          46         4550.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          47         4650.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          48         4750.00000000    -50.00000000     -9999.00000000      
 1          1          1.00000000       4          1          49         4850.00000000    -50.00000000     -9999.00000000      
