 IPER  ISTEP           DLEN           ILYR    IROW   ICOL                     FBC                     RCH                     CNH                     ABER
 1          1          1.00000000       1          1          99         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          100        -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          1          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          2          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          3          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          4          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          5          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          6          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          7          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          8          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          9          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          10         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          11         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          12         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          13         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          14         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          15         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          16         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          17         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          18         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          19         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          20         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          21         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          22         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          23         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          24         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          25         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          26         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          27         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          28         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          29         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          30         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          31         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          32         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          33         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          34         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          35         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          36         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          37         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          38         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          39         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          40         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          41         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          42         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          43         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          44         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          45         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          46         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          47         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          48         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          49         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          50         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          51         2.27373675e-10   0.00000000e+00   0.00000000e+00   2.27373675e-10  
 1          1          1.00000000       2          1          52         -2.27373675e-10  0.00000000e+00   0.00000000e+00   -2.27373675e-10 
 1          1          1.00000000       2          1          53         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          54         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          55         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          56         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          57         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          58         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          59         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          60         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          61         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          62         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          63         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          64         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          65         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          66         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          67         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          68         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          69         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          70         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          71         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          72         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          73         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          74         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          75         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          76         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          77         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          78         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          79         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          80         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          81         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          82         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          83         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          84         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          85         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          86         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          87         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          88         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          89         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          90         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          91         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          92         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          93         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          94         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          95         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          96         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          97         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          98         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          99         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       2          1          100        -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          1          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          2          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          3          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          4          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          5          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          6          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          7          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          8          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          9          -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          10         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          11         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          12         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          13         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          14         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          15         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          16         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          17         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          18         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          19         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          20         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          21         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          22         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          23         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          24         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          25         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          26         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          27         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          28         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          29         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          30         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          31         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          32         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          33         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          34         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          35         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          36         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          37         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          38         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          39         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          40         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          41         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          42         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          43         -0.00000000e+00  0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       3          1          44         -2.44062187e-05  0.00000000e+00   0.00000000e+00   -2.44062187e-05 
 1          1          1.00000000       3          1          45         -1.05529608e-05  0.00000000e+00   0.00000000e+00   -1.05529608e-05 
 1          1          1.00000000       3          1          46         5.96230407e-08   0.00000000e+00   0.00000000e+00   5.96230407e-08  
 1          1          1.00000000       3          1          47         2.07369313e-08   0.00000000e+00   0.00000000e+00   2.07369313e-08  
 1          1          1.00000000       3          1          48         -2.04263214e-09  0.00000000e+00   0.00000000e+00   -2.04263214e-09 
 1          1          1.00000000       3          1          49         -1.81663014e-08  0.00000000e+00   0.00000000e+00   -1.81663014e-08 
 1          1          1.00000000       3          1          50         1.92704283e-05   0.00000000e+00   0.00000000e+00   1.92704283e-05  
